id,name,supertype,subtypes,level,hp,types,evolvesFrom,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,set,number,artist,rarity,flavorText,nationalPokedexNumbers,legalities,images,tcgplayer,cardmarket,evolvesTo,resistances,rules
base4-114,Pokémon Center,Trainer,,,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",114,Keiji Kinebuchi,Uncommon,,,{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base4/114.png', 'large': 'https://images.pokemontcg.io/base4/114_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-114', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.34, 'mid': 0.87, 'high': 5.43, 'market': 0.91, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-114', 'updatedAt': '2026/01/16', 'prices': {'averageSellPrice': 0.73, 'lowPrice': 0.09, 'trendPrice': 0.67, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 1.0, 'lowPriceExPlus': 0.75, 'avg1': 0.75, 'avg7': 0.91, 'avg30': 1.11, 'reverseHoloAvg1': 1.0, 'reverseHoloAvg7': 0.85, 'reverseHoloAvg30': 0.85}}",,,"['Remove all damage counters from all of your own Pokémon with damage counters on them, then discard all Energy cards attached to those Pokémon.']"
base4-115,Pokédex,Trainer,,,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",115,Keiji Kinebuchi,Uncommon,,,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/base4/115.png', 'large': 'https://images.pokemontcg.io/base4/115_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-115', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.2, 'mid': 0.5, 'high': 4.33, 'market': 0.59, 'directLow': 0.55}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-115', 'updatedAt': '2026/01/16', 'prices': {'averageSellPrice': 0.42, 'lowPrice': 0.1, 'trendPrice': 0.38, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 0.36, 'avg1': 0.32, 'avg7': 0.48, 'avg30': 0.39, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,['Look at up to 5 cards from the top of your deck and rearrange them as you like.']
base4-116,Professor Oak,Trainer,,,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",116,Ken Sugimori,Uncommon,,,{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base4/116.png', 'large': 'https://images.pokemontcg.io/base4/116_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-116', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.5, 'mid': 1.08, 'high': 6.5, 'market': 1.31, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-116', 'updatedAt': '2026/01/16', 'prices': {'averageSellPrice': 0.83, 'lowPrice': 0.2, 'trendPrice': 0.88, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 1.95, 'lowPriceExPlus': 0.4, 'avg1': 1.0, 'avg7': 1.15, 'avg30': 1.22, 'reverseHoloAvg1': 1.95, 'reverseHoloAvg7': 1.95, 'reverseHoloAvg30': 1.95}}",,,"['Discard your hand, then draw 7 cards.']"
base4-117,Super Potion,Trainer,,,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",117,Keiji Kinebuchi,Uncommon,,,{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base4/117.png', 'large': 'https://images.pokemontcg.io/base4/117_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-117', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.09, 'mid': 0.29, 'high': 2.44, 'market': 0.37, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-117', 'updatedAt': '2026/01/16', 'prices': {'averageSellPrice': 0.16, 'lowPrice': 0.02, 'trendPrice': 0.28, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.1, 'lowPriceExPlus': 0.12, 'avg1': 0.24, 'avg7': 0.33, 'avg30': 0.22, 'reverseHoloAvg1': 0.1, 'reverseHoloAvg7': 0.1, 'reverseHoloAvg30': 0.1}}",,,['Discard 1 Energy card attached to 1 of your own Pokémon in order to remove up to 4 damage counters from that Pokémon.']
base4-118,Bill,Trainer,,,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",118,Ken Sugimori,Common,,,{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base4/118.png', 'large': 'https://images.pokemontcg.io/base4/118_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-118', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.04, 'mid': 0.35, 'high': 9.99, 'market': 0.37, 'directLow': 0.15}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-118', 'updatedAt': '2026/01/16', 'prices': {'averageSellPrice': 0.17, 'lowPrice': 0.02, 'trendPrice': 0.3, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.2, 'lowPriceExPlus': 0.02, 'avg1': 0.07, 'avg7': 0.29, 'avg30': 0.18, 'reverseHoloAvg1': 0.2, 'reverseHoloAvg7': 0.13, 'reverseHoloAvg30': 0.13}}",,,['Draw 2 cards.']
base4-119,Energy Removal,Trainer,,,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",119,Keiji Kinebuchi,Common,,,{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base4/119.png', 'large': 'https://images.pokemontcg.io/base4/119_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-119', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.05, 'mid': 0.34, 'high': 2.35, 'market': 0.37, 'directLow': 0.2}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-119', 'updatedAt': '2026/01/16', 'prices': {'averageSellPrice': 0.13, 'lowPrice': 0.02, 'trendPrice': 0.25, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.05, 'lowPriceExPlus': 0.05, 'avg1': 0.15, 'avg7': 0.17, 'avg30': 0.15, 'reverseHoloAvg1': 0.05, 'reverseHoloAvg7': 0.05, 'reverseHoloAvg30': 0.05}}",,,"[""Choose 1 Energy card attached to 1 of your opponent's Pokémon and discard it.""]"
base4-120,Gust of Wind,Trainer,,,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",120,Keiji Kinebuchi,Common,,,{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base4/120.png', 'large': 'https://images.pokemontcg.io/base4/120_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-120', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.07, 'mid': 0.3, 'high': 6.01, 'market': 0.3, 'directLow': 0.11}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-120', 'updatedAt': '2026/01/16', 'prices': {'averageSellPrice': 0.1, 'lowPrice': 0.02, 'trendPrice': 0.14, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.05, 'lowPriceExPlus': 0.02, 'avg1': 0.15, 'avg7': 0.18, 'avg30': 0.13, 'reverseHoloAvg1': 0.05, 'reverseHoloAvg7': 0.05, 'reverseHoloAvg30': 0.05}}",,,"[""Choose 1 of your opponent's Benched Pokémon and switch it with his or her Active Pokémon.""]"
base4-121,Poké Ball,Trainer,,,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",121,Keiji Kinebuchi,Common,,,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/base4/121.png', 'large': 'https://images.pokemontcg.io/base4/121_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-121', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.09, 'mid': 0.35, 'high': 2.35, 'market': 0.37, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-121', 'updatedAt': '2026/01/16', 'prices': {'averageSellPrice': 0.16, 'lowPrice': 0.02, 'trendPrice': 0.34, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.1, 'lowPriceExPlus': 0.05, 'avg1': 0.24, 'avg7': 0.35, 'avg30': 0.2, 'reverseHoloAvg1': 0.1, 'reverseHoloAvg7': 0.1, 'reverseHoloAvg30': 0.1}}",,,"['Flip a coin. If heads, you may search your deck for any Basic Pokémon or Evolution card. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward.']"
base4-122,Potion,Trainer,,,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",122,Keiji Kinebuchi,Common,,,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/base4/122.png', 'large': 'https://images.pokemontcg.io/base4/122_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-122', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.03, 'mid': 0.25, 'high': 5.0, 'market': 0.3, 'directLow': 0.11}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-122', 'updatedAt': '2025/12/28', 'prices': {'averageSellPrice': 0.08, 'lowPrice': 0.02, 'trendPrice': 0.06, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.05, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.07, 'avg30': 0.1, 'reverseHoloAvg1': 0.05, 'reverseHoloAvg7': 0.05, 'reverseHoloAvg30': 0.05}}",,,['Remove up to 2 damage counters from 1 of your Pokémon.']
base4-123,Switch,Trainer,,,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",123,Keiji Kinebuchi,Common,,,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/base4/123.png', 'large': 'https://images.pokemontcg.io/base4/123_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-123', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.06, 'mid': 0.3, 'high': 2.28, 'market': 0.32, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-123', 'updatedAt': '2025/12/28', 'prices': {'averageSellPrice': 0.13, 'lowPrice': 0.02, 'trendPrice': 0.07, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.05, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.11, 'avg30': 0.15, 'reverseHoloAvg1': 0.05, 'reverseHoloAvg7': 0.05, 'reverseHoloAvg30': 0.05}}",,,['Switch 1 of your Benched Pokémon with your Active Pokémon.']
base4-124,Double Colorless Energy,Energy,['Special'],,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",124,Keiji Kinebuchi,Uncommon,,,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/base4/124.png', 'large': 'https://images.pokemontcg.io/base4/124_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-124', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.75, 'mid': 1.96, 'high': 7.48, 'market': 2.85, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-124', 'updatedAt': '2025/12/28', 'prices': {'averageSellPrice': 2.82, 'lowPrice': 0.99, 'trendPrice': 3.26, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 2.25, 'lowPriceExPlus': 2.5, 'avg1': 1.6, 'avg7': 2.75, 'avg30': 2.55, 'reverseHoloAvg1': 2.25, 'reverseHoloAvg7': 2.25, 'reverseHoloAvg30': 2.25}}",,,"[""Provides Colorless Colorless energy. Doesn't count as a basic Energy card.""]"
base4-125,Fighting Energy,Energy,['Basic'],,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",125,Keiji Kinebuchi,,,,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/base4/125.png', 'large': 'https://images.pokemontcg.io/base4/125_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-125', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.07, 'mid': 0.29, 'high': 1.99, 'market': 0.29, 'directLow': 0.07}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-125', 'updatedAt': '2025/12/28', 'prices': {'averageSellPrice': 0.12, 'lowPrice': 0.02, 'trendPrice': 0.2, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.05, 'lowPriceExPlus': 0.03, 'avg1': 0.49, 'avg7': 0.12, 'avg30': 0.13, 'reverseHoloAvg1': 0.05, 'reverseHoloAvg7': 0.05, 'reverseHoloAvg30': 0.05}}",,,
base4-126,Fire Energy,Energy,['Basic'],,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",126,Keiji Kinebuchi,,,,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/base4/126.png', 'large': 'https://images.pokemontcg.io/base4/126_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-126', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.2, 'mid': 0.5, 'high': 2.12, 'market': 1.02, 'directLow': 0.18}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-126', 'updatedAt': '2025/12/28', 'prices': {'averageSellPrice': 0.23, 'lowPrice': 0.02, 'trendPrice': 0.18, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.1, 'lowPriceExPlus': 0.2, 'avg1': 0.29, 'avg7': 0.25, 'avg30': 0.27, 'reverseHoloAvg1': 0.1, 'reverseHoloAvg7': 0.1, 'reverseHoloAvg30': 0.1}}",,,
base4-127,Grass Energy,Energy,['Basic'],,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",127,Keiji Kinebuchi,,,,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/base4/127.png', 'large': 'https://images.pokemontcg.io/base4/127_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-127', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.03, 'mid': 0.25, 'high': 11.99, 'market': 0.3, 'directLow': 0.1}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-127', 'updatedAt': '2025/12/28', 'prices': {'averageSellPrice': 0.1, 'lowPrice': 0.02, 'trendPrice': 0.17, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.05, 'lowPriceExPlus': 0.02, 'avg1': 0.3, 'avg7': 0.1, 'avg30': 0.09, 'reverseHoloAvg1': 0.05, 'reverseHoloAvg7': 0.05, 'reverseHoloAvg30': 0.05}}",,,
base4-128,Lightning Energy,Energy,['Basic'],,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",128,Keiji Kinebuchi,,,,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/base4/128.png', 'large': 'https://images.pokemontcg.io/base4/128_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-128', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.09, 'mid': 0.29, 'high': 6.01, 'market': 0.29, 'directLow': 0.1}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-128', 'updatedAt': '2025/12/28', 'prices': {'averageSellPrice': 0.08, 'lowPrice': 0.02, 'trendPrice': 0.25, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.05, 'lowPriceExPlus': 0.03, 'avg1': 1.0, 'avg7': 0.11, 'avg30': 0.19, 'reverseHoloAvg1': 0.05, 'reverseHoloAvg7': 0.4, 'reverseHoloAvg30': 0.4}}",,,
base4-129,Psychic Energy,Energy,['Basic'],,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",129,Keiji Kinebuchi,,,,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/base4/129.png', 'large': 'https://images.pokemontcg.io/base4/129_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-129', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.01, 'mid': 0.25, 'high': 9.99, 'market': 0.29, 'directLow': 0.2}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-129', 'updatedAt': '2025/12/28', 'prices': {'averageSellPrice': 0.12, 'lowPrice': 0.02, 'trendPrice': 0.17, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.05, 'lowPriceExPlus': 0.02, 'avg1': 0.1, 'avg7': 0.14, 'avg30': 0.14, 'reverseHoloAvg1': 0.05, 'reverseHoloAvg7': 0.05, 'reverseHoloAvg30': 0.05}}",,,
base4-130,Water Energy,Energy,['Basic'],,,,,,,,,,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",130,Keiji Kinebuchi,,,,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/base4/130.png', 'large': 'https://images.pokemontcg.io/base4/130_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-130', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.02, 'mid': 0.29, 'high': 4.32, 'market': 0.32, 'directLow': 0.23}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base4-130', 'updatedAt': '2025/12/28', 'prices': {'averageSellPrice': 0.07, 'lowPrice': 0.02, 'trendPrice': 0.1, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.05, 'lowPriceExPlus': 0.02, 'avg1': 0.1, 'avg7': 0.09, 'avg30': 0.12, 'reverseHoloAvg1': 0.05, 'reverseHoloAvg7': 0.05, 'reverseHoloAvg30': 0.05}}",,,
base5-1,Dark Alakazam,Pokémon,['Stage 2'],30,60,['Psychic'],Dark Kadabra,,"[{'name': 'Teleport Blast', 'cost': ['Psychic', 'Psychic', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30', 'text': 'You may switch Dark Alakazam with 1 of your Benched Pokémon. (Do the damage before switching the Pokémon.)'}, {'name': 'Mind Shock', 'cost': ['Psychic', 'Psychic', 'Psychic'], 'convertedEnergyCost': 3, 'damage': '40', 'text': ""Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)""}]","[{'type': 'Psychic', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'base5', 'name': 'Team Rocket', 'series': 'Base', 'printedTotal': 82, 'total': 83, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'TR', 'releaseDate': '2000/04/24', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base5/symbol.png', 'logo': 'https://images.pokemontcg.io/base5/logo.png'}}",1,Ken Sugimori,Rare Holo,"Almost as if it were being controlled by something else, it never changes expressions, even in the middle of battle.",[65],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base5/1.png', 'large': 'https://images.pokemontcg.io/base5/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base5-1', 'updatedAt': '2026/03/26', 'prices': {'1stEditionHolofoil': {'low': 120.0, 'mid': 121.87, 'high': 399.09, 'market': 139.88, 'directLow': None}, 'unlimitedHolofoil': {'low': 50.0, 'mid': 69.99, 'high': 9999.0, 'market': 56.78, 'directLow': 69.99}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base5-1', 'updatedAt': '2026/03/26', 'prices': {'averageSellPrice': 49.93, 'lowPrice': 13.99, 'trendPrice': 48.05, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 33.85, 'lowPriceExPlus': 49.0, 'avg1': 32.0, 'avg7': 50.5, 'avg30': 49.86, 'reverseHoloAvg1': 20.0, 'reverseHoloAvg7': 21.03, 'reverseHoloAvg30': 33.72}}",,,
